design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_unadjust_steroid_globulin_imputation_log	0.0367 (0.023)	(rg: 0.0367; 95% CI: -0.0084 ... 0.0818)	1137118.0	0.0367	0.023	0.045079999999999995	-0.0084 ... 0.0818	0.1116	-0.008379999999999992	0.08177999999999999	1.0	0.0	0.0367	female	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_high_joint_1_steroid_globulin_imputation_log	0.0029 (0.0298)	(rg: 0.0029; 95% CI: -0.0555 ... 0.0613)	1137118.0	0.0029	0.0298	0.058408	-0.0555 ... 0.0613	0.9218	-0.055508	0.061308	1.0	0.0	0.0029	male_age_high	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_high_unadjust_steroid_globulin_imputation_log	0.0012 (0.031)	(rg: 0.0012; 95% CI: -0.0596 ... 0.062)	1137118.0	0.0012	0.031	0.06076	-0.0596 ... 0.062	0.97	-0.05956	0.06196	1.0	0.0	0.0012	male_age_high	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_low_joint_1_steroid_globulin_imputation_log	-0.0253 (0.0259)	(rg: -0.0253; 95% CI: -0.0761 ... 0.0255)	1137118.0	-0.0253	0.0259	0.050764	-0.0761 ... 0.0255	0.3305	-0.07606399999999999	0.025463999999999997	1.0	0.0	0.0253	male_age_low	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_low_unadjust_steroid_globulin_imputation_log	-0.0123 (0.0262)	(rg: -0.0123; 95% CI: -0.0637 ... 0.0391)	1137118.0	-0.0123	0.0262	0.051352	-0.0637 ... 0.0391	0.6391	-0.063652	0.039052	1.0	0.0	0.0123	male_age_low	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0042 (0.0279)	(rg: 0.0042; 95% CI: -0.0505 ... 0.0589)	1137118.0	0.0042	0.0279	0.054684	-0.0505 ... 0.0589	0.8816	-0.050484	0.058884000000000006	1.0	0.0	0.0042	male_age_middle	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0145 (0.0273)	(rg: 0.0145; 95% CI: -0.039 ... 0.068)	1137118.0	0.0145	0.0273	0.053508	-0.039 ... 0.068	0.5963	-0.039008	0.068008	1.0	0.0	0.0145	male_age_middle	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_joint_1_steroid_globulin_imputation_log	-0.0096 (0.0218)	(rg: -0.0096; 95% CI: -0.0523 ... 0.0331)	1137118.0	-0.0096	0.0218	0.042728	-0.0523 ... 0.0331	0.6607	-0.052328	0.033128000000000005	1.0	0.0	0.0096	male	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_unadjust_steroid_globulin_imputation_log	-0.0044 (0.0213)	(rg: -0.0044; 95% CI: -0.0461 ... 0.0373)	1137118.0	-0.0044	0.0213	0.041748	-0.0461 ... 0.0373	0.8351	-0.046148	0.037348	1.0	0.0	0.0044	male	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_joint_1_steroid_globulin_imputation_log	0.0152 (0.025)	(rg: 0.0152; 95% CI: -0.0338 ... 0.0642)	1115965.0	0.0152	0.025	0.049	-0.0338 ... 0.0642	0.5443	-0.033800000000000004	0.06420000000000001	1.0	0.0	0.0152	female	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_male_priority_male_joint_1_steroid_globulin_imputation_log	-0.0036 (0.0222)	(rg: -0.0036; 95% CI: -0.0471 ... 0.0399)	1115965.0	-0.0036	0.0222	0.043512	-0.0471 ... 0.0399	0.8697	-0.047112	0.039912	1.0	0.0	0.0036	female_male	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.0227 (0.0226)	(rg: 0.0227; 95% CI: -0.0216 ... 0.067)	1115965.0	0.0227	0.0226	0.044295999999999995	-0.0216 ... 0.067	0.314	-0.021595999999999994	0.066996	1.0	0.0	0.0227	female_male	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.0804 (0.0421)	(rg: 0.0804; 95% CI: -0.0021 ... 0.1629)	1115966.0	0.0804	0.0421	0.08251599999999999	-0.0021 ... 0.1629	0.0562	-0.002115999999999993	0.162916	1.0	0.0	0.0804	female_menstruation_regular	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.082 (0.0429)	(rg: 0.082; 95% CI: -0.0021 ... 0.1661)	1115966.0	0.082	0.0429	0.084084	-0.0021 ... 0.1661	0.0561	-0.0020840000000000025	0.166084	1.0	0.0	0.082	female_menstruation_regular	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0386 (0.0516)	(rg: 0.0386; 95% CI: -0.0625 ... 0.1397)	1115965.0	0.0386	0.0516	0.101136	-0.0625 ... 0.1397	0.4543	-0.06253600000000001	0.139736	1.0	0.0	0.0386	female_perimenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_perimenopause_unadjust_steroid_globulin_imputation_log	0.0904 (0.051)	(rg: 0.0904; 95% CI: -0.0096 ... 0.1904)	1115965.0	0.0904	0.051	0.09996	-0.0096 ... 0.1904	0.076	-0.009559999999999999	0.19035999999999997	1.0	0.0	0.0904	female_perimenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0035 (0.0259)	(rg: 0.0035; 95% CI: -0.0473 ... 0.0543)	1115965.0	0.0035	0.0259	0.050764	-0.0473 ... 0.0543	0.8913	-0.047263999999999994	0.054264	1.0	0.0	0.0035	female_postmenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0397 (0.0273)	(rg: 0.0397; 95% CI: -0.0138 ... 0.0932)	1115965.0	0.0397	0.0273	0.053508	-0.0138 ... 0.0932	0.1463	-0.013808	0.093208	1.0	0.0	0.0397	female_postmenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0155 (0.0515)	(rg: 0.0155; 95% CI: -0.0854 ... 0.1164)	1115966.0	0.0155	0.0515	0.10093999999999999	-0.0854 ... 0.1164	0.7634	-0.08543999999999999	0.11643999999999999	1.0	0.0	0.0155	female_premenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_premenopause_unadjust_steroid_globulin_imputation_log	0.0402 (0.0516)	(rg: 0.0402; 95% CI: -0.0609 ... 0.1413)	1115966.0	0.0402	0.0516	0.101136	-0.0609 ... 0.1413	0.4362	-0.060936000000000004	0.14133600000000002	1.0	0.0	0.0402	female_premenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_unadjust_steroid_globulin_imputation_log	0.0479 (0.0254)	(rg: 0.0479; 95% CI: -0.0019 ... 0.0977)	1115965.0	0.0479	0.0254	0.049783999999999995	-0.0019 ... 0.0977	0.0594	-0.0018839999999999968	0.09768399999999999	1.0	0.0	0.0479	female	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_high_joint_1_steroid_globulin_imputation_log	0.0057 (0.0317)	(rg: 0.0057; 95% CI: -0.0564 ... 0.0678)	1115965.0	0.0057	0.0317	0.062132	-0.0564 ... 0.0678	0.8579	-0.056431999999999996	0.067832	1.0	0.0	0.0057	male_age_high	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_high_unadjust_steroid_globulin_imputation_log	0.0139 (0.0326)	(rg: 0.0139; 95% CI: -0.05 ... 0.0778)	1115965.0	0.0139	0.0326	0.063896	-0.05 ... 0.0778	0.67	-0.049996	0.07779599999999999	1.0	0.0	0.0139	male_age_high	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_low_joint_1_steroid_globulin_imputation_log	-0.0177 (0.0282)	(rg: -0.0177; 95% CI: -0.073 ... 0.0376)	1115965.0	-0.0177	0.0282	0.055271999999999995	-0.073 ... 0.0376	0.5301	-0.072972	0.037571999999999994	1.0	0.0	0.0177	male_age_low	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_low_unadjust_steroid_globulin_imputation_log	0.0021 (0.0283)	(rg: 0.0021; 95% CI: -0.0534 ... 0.0576)	1115965.0	0.0021	0.0283	0.055467999999999996	-0.0534 ... 0.0576	0.9402	-0.053368	0.057567999999999994	1.0	0.0	0.0021	male_age_low	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_middle_joint_1_steroid_globulin_imputation_log	-0.0098 (0.0283)	(rg: -0.0098; 95% CI: -0.0653 ... 0.0457)	1115965.0	-0.0098	0.0283	0.055467999999999996	-0.0653 ... 0.0457	0.7305	-0.06526799999999999	0.045668	1.0	0.0	0.0098	male_age_middle	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0103 (0.0277)	(rg: 0.0103; 95% CI: -0.044 ... 0.0646)	1115965.0	0.0103	0.0277	0.054292	-0.044 ... 0.0646	0.7102	-0.043992	0.064592	1.0	0.0	0.0103	male_age_middle	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_joint_1_steroid_globulin_imputation_log	-0.011 (0.0235)	(rg: -0.011; 95% CI: -0.0571 ... 0.0351)	1115965.0	-0.011	0.0235	0.04606	-0.0571 ... 0.0351	0.6398	-0.05706	0.035059999999999994	1.0	0.0	0.011	male	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_unadjust_steroid_globulin_imputation_log	0.0049 (0.023)	(rg: 0.0049; 95% CI: -0.0402 ... 0.05)	1115965.0	0.0049	0.023	0.045079999999999995	-0.0402 ... 0.05	0.8324	-0.040179999999999993	0.04998	1.0	0.0	0.0049	male	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_joint_1_steroid_globulin_imputation_log	0.0407 (0.0368)	(rg: 0.0407; 95% CI: -0.0314 ... 0.1128)	1114636.0	0.0407	0.0368	0.072128	-0.0314 ... 0.1128	0.269	-0.031428	0.112828	1.0	0.0	0.0407	female	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_male_priority_male_joint_1_steroid_globulin_imputation_log	0.0304 (0.0335)	(rg: 0.0304; 95% CI: -0.0353 ... 0.0961)	1114636.0	0.0304	0.0335	0.06566	-0.0353 ... 0.0961	0.3655	-0.03526	0.09605999999999999	1.0	0.0	0.0304	female_male	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.002 (0.0337)	(rg: 0.002; 95% CI: -0.0641 ... 0.0681)	1114636.0	0.002	0.0337	0.066052	-0.0641 ... 0.0681	0.9532	-0.064052	0.068052	1.0	0.0	0.002	female_male	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.086 (0.0736)	(rg: 0.086; 95% CI: -0.0583 ... 0.2303)	1114637.0	0.086	0.0736	0.144256	-0.0583 ... 0.2303	0.2425	-0.058256	0.230256	1.0	0.0	0.086	female_menstruation_regular	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.0362 (0.0742)	(rg: 0.0362; 95% CI: -0.1092 ... 0.1816)	1114637.0	0.0362	0.0742	0.145432	-0.1092 ... 0.1816	0.6262	-0.109232	0.18163200000000002	1.0	0.0	0.0362	female_menstruation_regular	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_perimenopause_joint_1_steroid_globulin_imputation_log	-0.0235 (0.0752)	(rg: -0.0235; 95% CI: -0.1709 ... 0.1239)	1114636.0	-0.0235	0.0752	0.147392	-0.1709 ... 0.1239	0.754	-0.170892	0.123892	1.0	0.0	0.0235	female_perimenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_perimenopause_unadjust_steroid_globulin_imputation_log	-0.0368 (0.0786)	(rg: -0.0368; 95% CI: -0.1909 ... 0.1173)	1114636.0	-0.0368	0.0786	0.154056	-0.1909 ... 0.1173	0.6399	-0.190856	0.117256	1.0	0.0	0.0368	female_perimenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0303 (0.039)	(rg: 0.0303; 95% CI: -0.0461 ... 0.1067)	1114636.0	0.0303	0.039	0.07644	-0.0461 ... 0.1067	0.4361	-0.046139999999999994	0.10674	1.0	0.0	0.0303	female_postmenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0251 (0.041)	(rg: 0.0251; 95% CI: -0.0553 ... 0.1055)	1114636.0	0.0251	0.041	0.08036	-0.0553 ... 0.1055	0.5394	-0.055260000000000004	0.10546	1.0	0.0	0.0251	female_postmenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0977 (0.098)	(rg: 0.0977; 95% CI: -0.0944 ... 0.2898)	1114637.0	0.0977	0.098	0.19208	-0.0944 ... 0.2898	0.3191	-0.09438	0.28978	1.0	0.0	0.0977	female_premenopause	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_premenopause_unadjust_steroid_globulin_imputation_log	0.0061 (0.0918)	(rg: 0.0061; 95% CI: -0.1738 ... 0.186)	1114637.0	0.0061	0.0918	0.179928	-0.1738 ... 0.186	0.9474	-0.173828	0.186028	1.0	0.0	0.0061	female_premenopause	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_unadjust_steroid_globulin_imputation_log	0.0239 (0.0384)	(rg: 0.0239; 95% CI: -0.0514 ... 0.0992)	1114636.0	0.0239	0.0384	0.075264	-0.0514 ... 0.0992	0.534	-0.05136399999999999	0.099164	1.0	0.0	0.0239	female	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_high_joint_1_steroid_globulin_imputation_log	0.0399 (0.0535)	(rg: 0.0399; 95% CI: -0.065 ... 0.1448)	1114636.0	0.0399	0.0535	0.10486	-0.065 ... 0.1448	0.4556	-0.06495999999999999	0.14476	1.0	0.0	0.0399	male_age_high	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_high_unadjust_steroid_globulin_imputation_log	-0.0075 (0.056)	(rg: -0.0075; 95% CI: -0.1173 ... 0.1023)	1114636.0	-0.0075	0.056	0.10976	-0.1173 ... 0.1023	0.8935	-0.11726	0.10225999999999999	1.0	0.0	0.0075	male_age_high	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_low_joint_1_steroid_globulin_imputation_log	-0.092 (0.0482)	(rg: -0.092; 95% CI: -0.1865 ... 0.0025)	1114636.0	-0.092	0.0482	0.094472	-0.1865 ... 0.0025	0.0562	-0.186472	0.002472000000000002	1.0	0.0	0.092	male_age_low	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_low_unadjust_steroid_globulin_imputation_log	-0.0981 (0.0499)	(rg: -0.0981; 95% CI: -0.1959 ... -0.0003)	1114636.0	-0.0981	0.0499	0.097804	-0.1959 ... -0.0003	0.0492	-0.19590400000000002	-0.0002960000000000046	1.0	1.0	0.0981	male_age_low	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0821 (0.051)	(rg: 0.0821; 95% CI: -0.0179 ... 0.1821)	1114636.0	0.0821	0.051	0.09996	-0.0179 ... 0.1821	0.1073	-0.017859999999999987	0.18206	1.0	0.0	0.0821	male_age_middle	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0686 (0.0512)	(rg: 0.0686; 95% CI: -0.0318 ... 0.169)	1114636.0	0.0686	0.0512	0.100352	-0.0318 ... 0.169	0.1803	-0.031752	0.168952	1.0	0.0	0.0686	male_age_middle	unadjust	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_joint_1_steroid_globulin_imputation_log	0.0106 (0.0384)	(rg: 0.0106; 95% CI: -0.0647 ... 0.0859)	1114636.0	0.0106	0.0384	0.075264	-0.0647 ... 0.0859	0.7834	-0.064664	0.085864	1.0	0.0	0.0106	male	joint_1	steroid_globulin_imputation_log
primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_unadjust_steroid_globulin_imputation_log	-0.0215 (0.038)	(rg: -0.0215; 95% CI: -0.096 ... 0.053)	1114636.0	-0.0215	0.038	0.07447999999999999	-0.096 ... 0.053	0.5722	-0.09597999999999998	0.05297999999999999	1.0	0.0	0.0215	male	unadjust	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_joint_1_steroid_globulin_imputation_log	male_joint_1_steroid_globulin_imputation_log	0.8831 (0.0328)	(rg: 0.8831; 95% CI: 0.8188 ... 0.9474)	1182374.0	0.8831	0.0328	0.064288	0.8188 ... 0.9474	9.4118e-160	0.818812	0.947388	1.0	1.0	0.8831	male	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.9136 (0.0492)	(rg: 0.9136; 95% CI: 0.8172 ... 1.01)	1182373.0	0.9136	0.0492	0.096432	0.8172 ... 1.01	8.1002e-77	0.817168	1.010032	0.0	1.0	0.9136	female_postmenopause	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_perimenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.9723 (0.0524)	(rg: 0.9723; 95% CI: 0.8696 ... 1.075)	1182374.0	0.9723	0.0524	0.102704	0.8696 ... 1.075	6.562e-77	0.869596	1.075004	0.0	1.0	0.9723	female_postmenopause	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_postmenopause_joint_1_steroid_globulin_imputation_log	male_age_high_joint_1_steroid_globulin_imputation_log	0.8616 (0.0349)	(rg: 0.8616; 95% CI: 0.7932 ... 0.93)	1182374.0	0.8616	0.0349	0.068404	0.7932 ... 0.93	8.4282e-135	0.793196	0.930004	1.0	1.0	0.8616	male_age_high	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	female_perimenopause_joint_1_steroid_globulin_imputation_log	1.1292 (0.1163)	(rg: 1.1292; 95% CI: 0.9013 ... 1.3571)	1182372.0	1.1292	0.1163	0.22794799999999998	0.9013 ... 1.3571	2.7047e-22	0.9012519999999999	1.357148	0.0	1.0	1.1292	female_perimenopause	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.884 (0.0666)	(rg: 0.884; 95% CI: 0.7535 ... 1.0145)	1182372.0	0.884	0.0666	0.130536	0.7535 ... 1.0145	3.1432e-40	0.753464	1.014536	0.0	1.0	0.884	female_postmenopause	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	male_age_low_joint_1_steroid_globulin_imputation_log	0.7493 (0.0685)	(rg: 0.7493; 95% CI: 0.615 ... 0.8836)	1182372.0	0.7493	0.0685	0.13426000000000002	0.615 ... 0.8836	7.9798e-28	0.6150399999999999	0.88356	1.0	1.0	0.7493	male_age_low	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	male_age_low_joint_1_steroid_globulin_imputation_log	male_age_high_joint_1_steroid_globulin_imputation_log	0.9628 (0.0369)	(rg: 0.9628; 95% CI: 0.8905 ... 1.0351)	1182374.0	0.9628	0.0369	0.072324	0.8905 ... 1.0351	2.3188e-150	0.890476	1.035124	0.0	1.0	0.9628	male_age_high	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	male_age_low_joint_1_steroid_globulin_imputation_log	male_age_middle_joint_1_steroid_globulin_imputation_log	1.0154 (0.0346)	(rg: 1.0154; 95% CI: 0.9476 ... 1.0832)	1182374.0	1.0154	0.0346	0.067816	0.9476 ... 1.0832	1.0247e-189	0.9475840000000001	1.0832160000000002	0.0	1.0	1.0154	male_age_middle	joint_1	steroid_globulin_imputation_log
steroid_globulin_linear_sex_stage_life	male_age_middle_joint_1_steroid_globulin_imputation_log	male_age_high_joint_1_steroid_globulin_imputation_log	1.0015 (0.0351)	(rg: 1.0015; 95% CI: 0.9327 ... 1.0703)	1182374.0	1.0015	0.0351	0.068796	0.9327 ... 1.0703	1.3682e-178	0.9327040000000001	1.0702960000000001	0.0	1.0	1.0015	male_age_high	joint_1	steroid_globulin_imputation_log
testosterone_linear_sex_stage_life	female_joint_1_testosterone_imputation_log	male_joint_1_testosterone_imputation_log	0.0883 (0.0453)	(rg: 0.0883; 95% CI: -0.0005 ... 0.1771)	1182374.0	0.0883	0.0453	0.08878799999999999	-0.0005 ... 0.1771	0.0514	-0.00048799999999998844	0.177088	1.0	0.0	0.0883	male	joint_1	testosterone_imputation_log
